;title;preis;Bildschirmdiagonale (cm/Zoll);Bildschirmauflösung;Touchscreen;Bildqualität;Bildschirmdiagonale (cm);Bildschirmdiagonale (Zoll);Bildverhältnis;Paneltyp;Bildschirmmerkmale;Arbeitsspeicher-Typ;Arbeitsspeicher-Größe;Arbeitsspeicher-Konfiguration;Prozessor;Prozessor-Marke;Prozessor-Modell;Prozessor-Nummer;Prozessor-Taktfrequenz;Anzahl Prozessorkerne;Anzahl Threads;Prozessor-Taktfrequenz mit Turbo;Helligkeit;Intel Optane;Grafikkarte;Grafikkarte Hersteller;Festplatte 1;Festplattentyp 1.Festplatte;Bildschirmtyp;Cache-Speicher Typ;Speichergeschwindigkeit;Cachegröße;Chipsatz;Gesamtanzahl Steckplätze;Interner Speicher;Festplattenkapazität 1. Festplatte;Bildschirmkontrast;Regulierbare Helligkeit;LED Hintergrundbeleuchtung;Anzahl installierter Festplatten;Touchscreen-Typ;SSD-Speicher;Grafikspeicher-Typ;Gesamter Speicherplatz in GB;Anschlüsse;Curved display;Grafikspeicher dediziert;max. unterstützter Speicher;Leistungsmerkmale;WLAN;Bluetooth;Betriebssystem;Integriertes Mikrofon;Tastaturbelegung;integrierte Webcam
"https://www.mediamarkt.de/de/product/_lenovo-v17-g2-itl-i5-windows-11-pro--office-20-93865802.html
";"LENOVO V17-G3, Core i5-1235U, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 2000 GB SSD, Intel Iris Xe, Grau
Produkt bewerten| Art.-Nr. 93865802 | LENOVO";1049.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Core™ i5;Intel®;Core™ i5;1235U;1300 MHz;10;;4.40 GHz;;;Intel Iris Xe;Intel®;;;IPS;;;;;;;;;;;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-laptop-mit-173-zoll-display-prozessor-8-gb-ram-2000-gb-ssd-intel-iris-xe-graphics-silber-100413061.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 8 GB RAM, 2000 GB SSD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100413061 | ACER";899.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;8 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-a317-core-i5-windows-11-pro-office-2019-pro-laptop-mit-173-zoll-display-prozessor-16-gb-ram-500-gb-ssd-intel-iris-xe-graphics-silber-100413062.html
";"ACER Aspire A317, Core i5, Windows 11 Pro + Office 2019 Pro, Notebook mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 500 GB SSD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 100413062 | ACER";899.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;;Full HD, Matt;DDR4;16 GB;;Intel Core i5;Intel®;Core™ i5;1135G7;2400 MHz;4;;4.20 GHz;;;Intel Iris Xe Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;Ja;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-captiva-i68-191-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-1-tb-ssd-rtx-3050-4gb-mehrfarbig-2795675.html
";"CAPTIVA CAPTIVA I68-191, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 1 TB SSD, Nvidia GeForce RTX 3050, Mehrfarbig
Produkt bewerten| Art.-Nr. 2795675 | CAPTIVA";949.;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;Nvidia GeForce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-s712-core-i5-windows-11-pro--office-2019-95014470.html
";"ASUS VivoBook S712, Core i5, Windows 11 Pro + Office 2019 Pro, Laptop mit 17,3 Zoll Display, Prozessor, 16 GB RAM, 256 GB SSD, 1000 GB HDD, Intel UHD Graphics, Silber
Produkt bewerten| Art.-Nr. 95014470 | ASUS";749.–;44 cm / 17.3 Zoll;1920 x 1080 Pixel;;Full-HD;44 cm;17.3 Zoll;;IPS (In-Plane Switching);Full HD, Matt;DDR4;16 GB;;Intel® Core™ i5;Intel®;Core™ i5;1035G1;1000 MHz;4;;3.60 GHz;;;Intel UHD Graphics;Intel®;;;LED;;;;;;;;;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_samsung-galaxy-book2-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-1-tb-ssd-intelr-irisr-xe-graphite-2794323.html
";"SAMSUNG Galaxy Book2, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 1 TB SSD, Intel® Iris® Xe, Graphite
3.0 (2)| Art.-Nr. 2794323 | SAMSUNG";999.;39.6 cm / 15.6 Zoll;1920 x 1080;;Full-HD;39.6 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);TFT-IPS, 16 Mio. Farben;LPDDR4X;8 GB;1x 8 GB;Intel® Core™ i5-1235U-Prozessor 12 MB Cache, bis zu 4,40 GHz;Intel®;Core™ i5;i5-1235U;1.2 GHz;;;4.4 GHz;300 cd/m²;;;;;;;Intel Smart Cache;4266 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-advanced-gaming-i66-803-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-500-gb-ssd-geforce-rtx-3050-mehrfarbig-2797415.html
";"CAPTIVA Advanced Gaming I66-803, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 500 GB SSD, NVIDIA GeForce RTX 3050, Mehrfarbig
2.0 (1)| Art.-Nr. 2797415 | CAPTIVA";999.;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H-Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;NVIDIA GeForce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-5-a515-56-50gn-mit-tastaturbeleuchtung-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-grafik-aluminiumsilber-2770592.html
";"ACER Aspire 5 (A515-56-50GN) mit Tastaturbeleuchtung, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Aluminium/Silber
Produkt bewerten| Art.-Nr. 2770592 | ACER";799.;39.62 cm / 15.6 Zoll;1.920 x 1.080 Pixel;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;16 GB;1x 8 GB DDR4 RAM (onboard), 1x 8 GB DDR4 RAM;Intel® Core™ i5-1135G7 Prozessor (8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-legion-5i-pro-premium-gaming-notebook-mit-16-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-geforce-rtx-3060-storm-grey-2804711.html
";"LENOVO Legion 5i Pro, Premium Gaming-Notebook mit 16 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3060, Storm Grey
Produkt bewerten| Art.-Nr. 2804711 | LENOVO";1709.–;40.64 cm / 16 Zoll;2560 x 1600;;;40.64 cm;16 Zoll;16:10;;Matt, 165 Hz, 100 % sRGB, Dolby Vision, HDR 400, G-Sync, DC Dimmer;DDR5;16 GB;2x 8 GB;Intel® Core™ i5-12500H Prozessor (bis zu 4,50 GHz , 18 MB Intel® Smart Cache);Intel®;Core™ i5;i5-12500H;2.5 GHz;;16;4.5 Ghz;500 cd/m²;;;;;;IPS;;4800 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb128gb-sandstein-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-128-gb-ssd-uhd-grafik-sandstein-2805928.html
";"MICROSOFT Surface Laptop Go 2 i5 8GB/128GB Sandstein, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 128 GB SSD, UHD-Grafik, Sandstein
Produkt bewerten| Art.-Nr. 2805928 | MICROSOFT";649.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 128 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-saphirblau-2837627.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Saphirblau
Produkt bewerten| Art.-Nr. 2837627 | MICROSOFT";1219.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;8 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-ideapad-gaming-3i-gaming-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-shadow-black-2814333.html
";"LENOVO IdeaPad Gaming 3i, Gaming-Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 3050, Shadow Black
4.0 (1)| Art.-Nr. 2814333 | LENOVO";989.;39.6 cm / 15.6 Zoll;1920 x 1080;;Full-HD;39.6 cm;15.6 Zoll;16:9;;;DDR4;16 GB;1x 16 GB;Intel® Core™ i5-11300H Prozessor (bis zu 4,40 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-11300H;3.1 GHz;4;8;4.4 GHz;250 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-5-notebook-mit-135-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-platin-2834464.html
";"MICROSOFT Surface Laptop 5, Notebook mit 13,5 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe Grafik, Platin
Produkt bewerten| Art.-Nr. 2834464 | MICROSOFT";1099.–;34.29 cm / 13.5 Zoll;2.256 x 1.504 Pixel;Ja;;34.29 cm;13.5 Zoll;3:2;;PixelSense™;LPDDR5X;8 GB;;Intel® Core™ i5-1235U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1235U;1.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe Grafik;;SSD , 256 GB;SSD;;;;;;;;256 GB;;;;;;;;;1x USB Typ-A 3.1, 1x USB Typ-C® 4.0/Thunderbolt™ 4, Surface Connect, 1x 3.5 mm Klinke;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-yoga-duet-7i-2-in-1-notebook-mit-13-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-schiefergrau-2780493.html
";"LENOVO Yoga Duet 7i, 2-in-1 Notebook mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Schiefergrau
Produkt bewerten| Art.-Nr. 2780493 | LENOVO";1199.–;33 cm / 13 Zoll;2160 x 1350;;WQHD;33 cm;13 Zoll;16:10;;Gorilla 3 Glas, glänzend;DDR4;8 GB;1x 8 GB;Intel® Core™ i5-1135G7-Prozessor 8 MB Cache, bis zu 4,20 GHz;Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;;450 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb256gb-salbei-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-256-gb-ssd-uhd-grafik-salbei-2805930.html
";"MICROSOFT Surface Laptop Go 2 - i5 8GB/256GB Salbei, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 256 GB SSD, UHD-Grafik, Salbei
Produkt bewerten| Art.-Nr. 2805930 | MICROSOFT";679.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 256 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-5-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-graphics-silber-2713133.html
";"ACER Aspire 5 (A515-56-545J), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Silber
Produkt bewerten| Art.-Nr. 2713133 | ACER";619.;39.62 cm / 15.6 Zoll;1.920 x 1.080;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;2x 4 GB;Intel® Core™ i5-1135G7 Prozessor (8M Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_asus-zenbook-13-ux325ja-ah053t-2648423.html
";"ASUS Zenbook 13 (UX325JA-AH053T), Notebook mit 13,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 1 TB SSD, Intel® UHD Grafik, Pine Grey
Produkt bewerten| Art.-Nr. 2648423 | ASUS";999.–;33.78 cm / 13.3 Zoll;1.920 x 1.080 Pixel;;Full-HD;33.78 cm;13.3 Zoll;16:9;;;LPDDR4X;8 GB;;Intel® Core™ i5-1035G1 Prozessor 1.0 GHz (6M Cache, bis zu 3.6 GHz);Intel®;Core™ i5;i5-1035G1;1.0 GHz;;8;3.6 GHz;;;Intel® UHD Grafik;Intel®;;;IPS;Intel Cache;;6 MB;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-erazerr-crawler-e30-md62433-gaming-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidiar-geforce-rtxtm-3050ti-laptop-gpu-schwarz-2803815.html
";"MEDION ERAZER® Crawler E30 (MD62433), Gaming Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3050Ti, Schwarz
Produkt bewerten| Art.-Nr. 2803815 | MEDION";1199.–;39.6 cm / 15.6 Zoll;1.920 x 1.080;;Full-HD;39.6 cm;15.6 Zoll;16:09;AHVA (Advanced Hyper-Viewing Angle);Narrow Bezel;DDR4;16 GB;2 x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;;;;;Entspiegelt;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_msi-katana-gf76-11uc-801-gaming-notebook-mit-17-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-geforce-rtxtm-3050-laptop-gpu-core-black-2784465.html
";"MSI KATANA GF76 11UC-801, Gaming Notebook mit 17 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3050 Laptop GPU, Core Black
5.0 (2)| Art.-Nr. 2784465 | MSI";1049.–;43.9 cm / 17 Zoll;1.920 x 1.080;;Full-HD;43.9 cm;17 Zoll;;;;GDDR4;8 GB;;Intel® Core™ i5-11400H Prozessor (12 MB Cache, bis zu 4,50 GHz);Intel®;Core™ i5;i5-11400H;2.2 GHz;6;;4.5 GHz;;;NVIDIA GeForce RTX™ 3050 Laptop GPU;NVIDIA;;;;;;;;;;;;;;1;;Ja;GDDR6;512 GB;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-5-a515-57-518g-mit-tastaturbeleuchtung-notebook-mit-156-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-graphics-steel-gray-2797932.html
";"ACER Aspire 5 (A515-57-518G) mit Tastaturbeleuchtung, Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Steel Gray
Produkt bewerten| Art.-Nr. 2797932 | ACER";819.;39.62 cm / 15.6 Zoll;1.920 x 1.080;Nein;Full-HD;39.62 cm;15.6 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;16 GB;2 x 8 GB DDR4 RAM;Intel® Core™ i5-1235U-Prozessor 12 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-1235U;3.3 GHz;2;12;4.4 GHz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-inspiron-7620-2-in-1-convertible-mit-16-zoll-display-touchscreen-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-intel-iris-xe-graphics-platin-silber-2814749.html
";"DELL Inspiron 16 7620 EVO, Convertible mit 16 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Platin, Silber
4.0 (26)| Art.-Nr. 2814749 | DELL";1149.–;40.6 cm / 16 Zoll;1920 x 1200 Pixel;Ja;;40.6 cm;16 Zoll;;;;DDR4;16 GB;2 x 8;Intel® Core™ i5-1235U Prozessor 12 MB Cache, bis zu 4,40 GHz, mit IPU;Intel®;Core™ i5;i5-1235U;3.3 GHz;10;;4.4 GHz;300 cd/m²;;;;;;WVA;;3200 MHz;;;;;;1200:1;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-laptop-go-2-i5-8gb128gb-salbei-notebook-mit-1245-zoll-display-touchscreen-intelr-coretm-i5-prozessor-8-gb-ram-128-gb-ssd-uhd-grafik-salbei-2805926.html
";"MICROSOFT Surface Laptop Go 2 i5 8GB/128GB Salbei, Notebook mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5 Prozessor, 8 GB RAM, 128 GB SSD, UHD-Grafik, Salbei
Produkt bewerten| Art.-Nr. 2805926 | MICROSOFT";649.–;31.6 cm / 12.45 Zoll;1.536 x 1.024 Pixel;Ja;;31.6 cm;12.45 Zoll;;;;LPDDR4X;8 GB;;Intel® Core™ i5-1135G7 Prozessor 8 MB Cache, bis zu 4,20 GHz);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;;4.2 GHz;;;UHD-Grafik;Intel®;SSD , 128 GB;;;Intel Smart Cache;;8 MB;;;;;;;;1;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_lenovo-legion-5i-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-phantom-blue-oberseite-schwarz-unterseite-2826629.html
";"LENOVO Legion 5i, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 512 GB SSD, Nvidia GeForce RTX 3050, Phantom Blue (Oberseite), Schwarz (Unterseite)
Produkt bewerten| Art.-Nr. 2826629 | LENOVO";1199.–;43.9 cm / 17.3 Zoll;1920 x 1080;;Full-HD;43.9 cm;17.3 Zoll;16:9;;Matt, 144 HZ, Dolby Vision, DC Dimmer;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-11400H Prozessor 12 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;11400H;2.7 GHz;6;;;300 cd/m²;;;;;;IPS;;3200 MHz;;;;;;;ja;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_microsoft-surface-pro-9-2-in-1-tablet-mit-13-zoll-display-intelr-coretm-i5-prozessor-16-gb-ram-256-gb-ssd-intelr-irisr-xe-grafik-saphirblau-2837633.html
";"MICROSOFT Surface Pro 9, 2-in-1 Tablet mit 13 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe-Grafik , Saphirblau
Produkt bewerten| Art.-Nr. 2837633 | MICROSOFT";1559.–;33.02 cm / 13 Zoll;2880 x 1920 Pixel;;;33.02 cm;13 Zoll;3:2;;;LPDDR5;16 GB;;Intel® Core™ i5-1235U Prozessor der 12. Generation;Intel®;Core™ i5;i5-1235U;3.3 GHz;;;4.4 GHz;;;Intel® Iris® Xe-Grafik;Intel;SSD , 256 GB;SSD;;;;;Intel® Core™ i5-1235U Prozessor der 12. Generation;;256 GB;256 GB;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-5-a514-54-54hl-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-pink-2779647.html
";"ACER Acer Aspire 5 (A514-54-54HL), Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Pink
Produkt bewerten| Art.-Nr. 2779647 | ACER";649.;35.56 cm / 14 Zoll;1.920 x 1.080;;Full-HD;35.56 cm;14 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;;Intel Core i5-1135G7 Prozessor;Intel®;Core™ i5;1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;8 MB;Integrated SOC;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_captiva-advanced-gaming-i68-187-gaming-notebook-mit-173-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-500-gb-ssd-geforce-rtx-3050-mehrfarbig-2795669.html
";"CAPTIVA Advanced Gaming I68-187, Gaming Notebook mit 17,3 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 500 GB SSD, Nvidia Geforce RTX 3050, Mehrfarbig
Produkt bewerten| Art.-Nr. 2795669 | CAPTIVA";899.;43.9 cm / 17.3 Zoll;FHD;Nein;Full-HD;43.9 cm;17.3 Zoll;16:9;IPS (In-Plane Switching);;DDR4;8 GB;1x 8 GB;Intel® Core™ i5-12500H Prozessor 18 MB Cache, bis zu 4,50 GHz;Intel®;Core™ i5;i5-12500H;3.3 GHz;12;16;4.5 GHz;;;Nvidia Geforce RTX 3050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_acer-aspire-5-a514-54-5155-notebook-mit-14-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-blau-2779646.html
";"ACER Acer Aspire 5 (A514-54-5155), Notebook mit 14 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Blau
Produkt bewerten| Art.-Nr. 2779646 | ACER";649.;35.56 cm / 14 Zoll;1.920 x 1.080;;Full-HD;35.56 cm;14 Zoll;16:9;IPS (In-Plane Switching);Acer ComfyView Full-HD IPS Display mit LED-Backlight (matt);DDR4;8 GB;;Intel Core i5-1135G7 Prozessor;Intel®;Core™ i5;1135G7;2.40 GHz;4;8;4.20 GHz;;;;;;;;;;8 MB;Integrated SOC;;;;;;;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_dell-xps-13-9315-notebook-mit-1337-zoll-display-intelr-coretm-i5-prozessor-8-gb-ram-512-gb-ssd-intel-iris-xe-grafik-blau-2836490.html
";"DELL XPS 13 9315, Notebook mit 13,37 Zoll Display, Intel® Core™ i5 Prozessor, 8 GB RAM, 512 GB SSD, Intel Iris Xe Grafik, Blau
Produkt bewerten| Art.-Nr. 2836490 | DELL";1299.–;34 cm / 13.37 Zoll;1.920 x 1.200 Pixel;Nein;Full-HD+;34 cm;13.37 Zoll;;;;LPDDR5;8 GB;;Intel® Core™ i5-1230U Prozessor (12 MB Cache, bis zu 4,40 GHz);Intel®;Core™ i5;i5-1230U;3.3 GHz;10;;4.4 GHz;500 cd/m²;;;;;;WVA;;5200 MHz;;;;;;2000:1;;Ja;;;;;;;;;;;;;;;;
"https://www.mediamarkt.de/de/product/_medion-akoya%C2%AE-s15449-md62096-2710242.html
";"MEDION AKOYA® S15449 (MD62096), Notebook mit 15,6 Zoll Display, Intel® Core™ i5 Prozessor, 16 GB RAM, 2 TB SSD, Intel® Iris® Xe Grafik, Titan Grey
4.0 (9)| Art.-Nr. 2710242 | MEDION";799.;39.6 cm / 15.6 Zoll;1.920 x 1.080 Pixel;;Full-HD;39.6 cm;15.6 Zoll;16:9;AHVA (Advanced Hyper-Viewing Angle);Matt;DDR4;16 GB;2x 8 GB;Intel® Core™ i5-1135G7 Prozessor (bis zu 4,20 GHz mit Intel® Turbo-Boost-Technik 2.0, 8 MB Intel® Cache);Intel®;Core™ i5;i5-1135G7;2.4 GHz;4;8;4.2 GHz;;;;;;;IPS Panel;;;;;;;;;;;;;;;;;;;;;;;;;;
