;title;ort;bei;gebiet;start;job-nr;stellenbeschreibung;aufgabe;profil
"https://db.jobs/de-de/Suche/Dashboard-Developer-in-Power-BI-Tableau-9357388?resultCount=608
";Dashboard Developer:in – Power BI & Tableau;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 157123;Im Team Data Services Rail verarbeiten wir große Datenmengen, sodass unsere konzerninternen Kund:innen einen möglichst großen Nutzen daraus ziehen können. Dabei kümmern wir uns um alles rund um Big Data und Business Intelligence - von Datenintegration bis zur Visualisierung.;Eine optimale Nutzererfahrung ist deine Passion: Deshalb übernimmst du die fachliche Konzeption und Umsetzung von Visualisierungs- und Dashboard-Projekten im Bereich Tableau und/oder Power BI. Mit deinem breitgefächerten Expertenwissen berätst du Kund:innen und Stakeholder:innen in Bezug auf technische Machbarkeit von der Angebotsphase bis zur Umsetzung. Die Koordination der erforderlichen Datendarstellung/Modelle mit den Backend Entwickler:innen unterstützt du mit deiner Fachexpertise. Du nutzt unsere flexible und selbstorganisierte Arbeitsweise für deine persönliche Entwicklung im Team und zur Erweiterung deiner technischen Expertise gestaltest du die Zusammenarbeit aktiv mit;Du bringst ein abgeschlossenes Hochschul-/Fachhochschulstudium im Bereich (Wirtschafts-) Informatik oder eine vergleichbare Qualifikation mit entsprechender Berufserfahrung mit. Du verfügst über umfangreiche Kenntnisse im Power BI/Tableau-Ökosystem sowie grundlegende Programmierkenntnisse. Im Idealfall bist du bereits mit Power Apps in Berührung gekommen. Du bist ein:e Macher:in und Teamplayer:in mit Kooperations-, Konflikt- und Begeisterungsfähigkeit. Verhandlungssichere Deutschkenntnisse in Wort und Schrift runden dein Profil ab
"https://db.jobs/de-de/Suche/Testautomatisierer-in-fuer-Plattformentwicklung-in-der-Fahrzeug-I-9663978?resultCount=608
";Testautomatisierer:in für Plattformentwicklung in der Fahrzeug IT;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 161206;Zum nächstmöglichen Zeitpunkt suchen wir dich als Testautomatisierer:in für Plattformentwicklung in der Fahrzeug IT (w/m/d) für die DB Systel GmbH am Standort Frankfurt (Main).;Du übernimmst die federführende Verantwortung für die Durchführung der Integrationstests auf einer bestehenden Linux-Plattform. Du bringst Erfahrungen als Tester (idealerweise im Linux-Umfeld) ins Team ein, behältst den Blick für systematische Qualitätssteigerungen und entwickelst ein standardisiertes Test-Reporting sowie eine reproduzierbare Testausführung. Du bringst deine Ideen und fundierte Erfahrung in die Ausgestaltung der Teststrategie und Toolauswahl aktiv mit ein. Perspektivisch übernimmst du die Entwicklung und Einführung von identifizierten Verbesserungen und funktionalen Testautomatisierungen. Aufgrund der Nutzung unserer Laborinfrastruktur durch unser Team ist ein gelegentlicher Vororteinsatz in Frankfurt notwendig. Du nutzt deinen Gestaltungsspielraum, um dein Team und deine Themen in einem komplexen Umfeld voranzubringen;Fundament deines Erfolges bildet ein erfolgreich abgeschlossenes Studium im Bereich (Wirtschafts-) Informatik oder einem vergleichbaren Studium sowie relevante Berufserfahrung im oben genannten Bereich. Eine analytische und strukturierte Vorgehensweise, die Fähigkeit zur Komplexitätsreduktion sowie die Fähigkeit Anforderungen vollständig zu Erfassen und verständlich zu dokumentieren runden dein Profil ab. Agilität ist für dich nicht nur ein Modebegriff, sondern wird auch gelebt. Hohe Affinität zu IT-Themen. Du musst kein IT-Experte sein, aber du solltest neugierig und bereit sein, IT-Prozesse und bahnspezifisches Fachwissen zu erlernen. Sehr gute Deutschkenntnisse runden dein Profil ab
"https://db.jobs/de-de/Suche/Agility-Master-in-fuer-das-Team-SAP-BI-for-Procurement-Finance--9355352?resultCount=608
";Agility Master:in für das Team SAP BI for Procurement, Finance, Controlling;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 160251;Unsere Kernkompetenz liegt in der Betreuung von BI Systemen in Bezug auf die Domänen Finance, Procurement und Controlling. Hierbei unterstützen wir unsere Partner:innen im Konzern bei den Themen Datenbereitstellung, Datenanalyse, Datenvisualisierung und Data Modeling mit dem Schwerpunkt auf SAP Technologien. Bei uns agierst du in agilen Netzwerkstrukturen mit entsprechendem Gestaltungsspielraum. Wir setzen auf eigenverantwortliche, motivierte Macher:innen, die gemeinsam wachsen wollen.;Du verantwortest die persönliche und strategische Kompetenzentwicklung des Teams gemäß der aktuellen Gesamtbetriebsvereinbarung und bist ebenso für die Ausrichtung der Kompetenzentwicklung wie auch für die Umsetzung der Einheitsstrategie verantwortlich. Du führst Entwicklungs- und Personalgespräche und hast die Auslastung und das Teamwohlbefinden der Teammitglieder im Blick. In der Agility Master:in-Rolle unterstützt du das Team bei der Entwicklung von neuen innovativen Produkten und Services in einem heterogenen Umfeld. Als Mitglied des Einheiten-Umsetzungsteams bringst du dich aktiv in die Weiterentwicklung der Einheit und Verbesserung der teamübergreifenden Zusammenarbeit ein. Mittels einer angemessenen, strukturierten und regelmäßigen Bewertung der Ist-Situation und der darauf basierenden Optimierung der Methoden, Abläufe und Zusammenarbeitsmodelle förderst du die Reifeentwicklung des Teams. Du baust ein Netzwerk auf der Fach- und teilweise Managementebene zu relevanten Stakeholdern auf und stellst die Kommunikation außerhalb des Teams und die Kooperation untereinander sicher;Basis deines Werdegangs ist ein erfolgreich abgeschlossenes Fach-/Hochschulstudium vorzugsweise mit IT-Schwerpunkt oder Arbeits- und Organisationspsychologie. In der Führung agiler Teams und der Umsetzung agiler Methoden bist du bereits seit mehreren Jahren erfolgreich unterwegs und verfügst du über ein praxiserprobtes Repertoire an Moderationstechniken- und methoden. Du bist ein wahres Networking-Talent: Durch deine Coaching-Erfahrung und deine Teamfähigkeit übernimmst du Verantwortung und unterstützt das Team in seiner Zielerreichung. Du hast bereits erste praktische Erfahrung in agilen Arbeitsmethoden oder eine SCRUM Master bzw. Product Owner:in Zertifizierung. Abgerundet wird dein Profil durch Erfahrungen im Change Management und der Organisationsentwicklung
"https://db.jobs/de-de/Suche/Leiter-Sicherheitsanalysen-und-technisches-Management-fuer-Schien-9717234?resultCount=608
";Leiter:in operatives Sicherheits- und Technologiemanagement für Schienenfahrzeuge;Weihenstephanerstr 7, 81673 München;Startdatum: ab sofort;DB Fernverkehr AG;Betrieb & Instandhaltung, Informatik, Qualitätsmanagement/Prozessmanagement, Ingenieurwesen;Job-Nr.: 161583;Im Rahmen unseres Jobsharing-Modells bieten wir dir die Möglichkeit, deinen Karrierewunsch mit reduzierter Arbeitszeit zu verwirklichen. Gemeinsam mit deinem Tandempartner, teilst du dir (Führungs-)Aufgaben, Arbeitszeiten und Verantwortungen.;Im Rahmen der fachlichen und disziplinarischen Führung deines Teams verantwortest du die Bereitstellung technischer Expertise für die systematische Betreuung technischer Teilsysteme und Gewerke im Safety- und Security-Management sowie die technische Analyse und Risikobewertung von fahrzeugtechnischen Problemen. In diesem Kontext verantwortest du das übergeordnete Sicherheits- sowie Risikomanagement für die Schienenfahrzeuge der DB Fernverkehr. Du steuerst die Modulbetreuung der Fachgebiete IT- und OT-Sicherheit der Fahrzeuge. Zudem wirkst du mit deiner Organisationseinheit gesamthaft an der Fahrzeugdokumentation, im Zulassungsmanagement und Grundsatzthemen der technischen Ausrichtung in deinem Fachgebiet mit. Du treibst zum einen die Kommunikation der baureihenübergreifenden technischen Themen nach intern und extern als auch die abgestimmte Beteiligung des Fernverkehrs an Regulierungs- sowie Standardisierungsaufgaben sowie in der Gremienarbeit. Ebenso obliegt dir die Prozessüberwachung und -einführung innerhalb der Abteilung für gültige und weiterentwickelte Prozesse, um somit einen Beitrag zur verbesserten Sicherheit, Wirtschaftlichkeit und Verfügbarkeit zu leisten;Du verfügst über ein erfolgreich abgeschlossenes (Fach)Hochschulstudium im Bereich Ingenieurwesen, idealerweise mit dem Schwerpunkt Wirtschaftsinformatik, Wirtschaftsingenieurwesen, Information Schienenfahrzeugtechnik Fahrzeugtechnik oder vergleichbar. Fundierte technische Kenntnisse im Produktionsumfeld und in zulassungsrelevanten Themen bringst du mit, gerne aus der Automobil, Luftfahrt oder Eisenbahnbranche. Du besitzt erste Führungserfahrung inkl. disziplinarischer Verantwortung und trägst durch unternehmerisches, strategisches und wirtschaftliches Denken und Handeln zum Unternehmenserfolg bei. Du bearbeitest Aufgabenstellungen auch über die Grenzen der eigenen Organisationseinheit hinweg und behandelst komplexe Sachverhalte durch effektives Management, reduzierst Komplexität und setzt kreative und handhabbare Lösungen um. Akuten als auch strategischen Fragestellungen begegnest du mit praktischem als auch konzeptionellem Umsetzungsgeschick sowie deiner Problemlösungsfähigkeit. Dich zeichnet ein hohes Maß an Kommunikationsfähigkeit, Verhandlungsgeschick, Durchsetzungsstärke sowie eine ausgeprägte Fähigkeit zum Stakeholdermanagement aus
"https://db.jobs/de-de/Suche/Senior-Cyber-Experte-Network-Technology-w-m-d--7763496?resultCount=608
";Senior Cyber Experte Network Technology (w/m/d);An der Welle 3, 60322 Frankfurt (Main);Startdatum: ab sofort;Deutsche Bahn AG;Informatik;Job-Nr.: 138094;Zum nächstmöglichen Zeitpunkt suchen wir Dich als Senior Cyber Experte Network Technology für die Deutsche Bahn AG am Standort Berlin oder Frankfurt (Main).;In dieser Position analysierst Du die technischen, betrieblichen und regulatorischen Anforderungen von Networking Technology Sicherheit und definierst entsprechende Ziele. Im Hinblick auf die Anforderungen der Konzern-Governance baust Du das Security Engineering unter Berücksichtigung der aktuellen Bedrohungssituation weiter aus. Du unterstützt beim Aufbau und Nachverfolgung des Rollouts von Netzwerk Security Lösungen und sowie der Entwicklung und Einführung neuer Netzwerk- und Sicherheitslösungen. Du erstellst und aktualisierst Netzwerk und Sicherheitslösungen und bist beteiligt an der Planung und Durchführung Netzwerksicherheitslösungen im Umfeld der IT und OT. Du unterstützt bei der Einführung von Methoden und Vorgehensmodellen für die Netzwerke und deren Sicherheitslösungen. Als Spezialist für Netzwerk- und Sicherheitslösungen erarbeitest Du mit weiteren Abteilungen gemeinsam die Netzwerk Security Strategie und erstellst die Governance inkl. Regelwerken dafür. Die Kommunikation und Zusammenarbeit mit allen Geschäftsfeldern und Serviceeinheiten runden Dein anspruchsvolles Aufgabengebiet ab;Du hast Dein Studium einer Ingenieurfachrichtung (Informatik, Elektrotechnik, Verkehrstechnik oder vergleichbar) oder eine vergleichbare Qualifikation erfolgreich abgeschlossen. Zudem bringst Du mehrjährige einschlägige Berufserfahrung aus den folgenden Themen mit: Network Security, Kritische Infrastrukturen und IT Sicherheitsgesetz. Durch Deine beruflichen Tätigkeiten bist Du es gewohnt mit Führungskräften zu kommunizieren, Entscheidungsvorlagen für das TOP-Management zu erstellen und diese in Leitungskreisen zu vertreten. Du bringst großes Interesse für IT/OT-Sicherheit und Prozessindustrien mit. Du besitzt ein hohes Maß an Eigeninitiative und Kommunikationsgeschick. Teamgeist, Kreativität und Flexibilität zeichnen Dich ebenfalls aus. Sehr gute Deutschkenntnisse sowie gute Englischkenntnisse runden Dein Profil ab
"https://db.jobs/de-de/Suche/Experte-IP-Systementwicklung-w-m-d--7330942?resultCount=608
";Experte IP-Systementwicklung (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Netz AG;Informatik, Ingenieurwesen;Job-Nr.: 125529;Die DB Netz AG baut bzw. betreibt IP-basierte Telekommunikationsnetze zur DB-internen und externen Sprach- und Datenkommunikation. Hierzu wird im Rahmen eines Projektes eine neue IMS-Plattform für Telekommunikationsdienstleistungen aufgebaut. Mit Hilfe von IP-Technologie wird ein internes Betriebsfunknetz entwickelt, designed und angepasst, um das Netz im Bahnbetrieb zukunftssicher zu machen. Um die technische (Weiter-) Entwicklung und Betreuung dieser Plattform sicherzustellen, suchen wir zum nächstmöglichen Zeitpunkt dich als Experte IP-Systementwicklung für das Geschäftsfeld DB Netz AG am Standort Frankfurt (Main).;Du bist für die Neu- und Weiterentwicklung von IP-basierten TK- und IT-Netzen sowie von deren funktionalen Leistungsmerkmalen auf Basis von Standard-Komponenten zuständig. Dabei obliegen dir die technische Entwicklung und Betreuung (während des Life-Cycle der Lösung) von IP-basierten Lösungen und Umgebungen zur Daten- und Sprachkommunikation. Du spezifizierst IP-basierte Komponenten, Systemen und Netzen und zugehöriger Netzwerkmanagementsysteme und erstellst Vorgaben für die technische Systemauswahl. Zudem wählst du von technischen Lösungen basierend auf IP-Technologie aus und führst diese ein. Die Freigabe der eingesetzten IP-System gemäß gültiger Spezifikation und Regelwerke gehört ebenfalls zu deinen Aufgaben. Darüber hinaus planst du IP-basierte Plattformen unter Berücksichtigung der jeweils gültigen ITK-Sicherheitsvorgaben und entwickelst diese weiter;Du hast ein erfolgreich abgeschlossenes Studium im Bereich Elektrotechnik, Nachrichtentechnik, Informationstechnik oder eine vergleichbare Qualifikation mit langjähriger Berufserfahrung. Zudem bringst du mehrjährige Erfahrung in der Entwicklung und Einführung von IP-basierten Telekommunikationslösungen sowie Kenntnisse im Bereich IT-Systemtechnik und System-Design mit. Du verfügst über Kenntnisse in der Entwicklung, Implementierung und dem Betrieb von ITK-Lösungen sowie idealerweise im Bereich der IT-Sicherheit. Eine hohe technische Affinität und Begeisterung für neue Technologien gepaart mit einem ausgeprägten Gestaltungwillen zeichnet dich aus. Sehr gute Kommunikationsfähigkeiten sowie eine analytische, konzeptionelle, eigenständige und strukturierte Arbeitsweise runden dein Profil ab
"https://db.jobs/de-de/Suche/Facheinkaeufer-Netzwerktechnik-w-m-d--8775258?resultCount=608
";Direkteinstieg als Facheinkäufer:in Beschaffung Telekommunikation;Wilhelm-Leuschner-Str. 78, 60329 Frankfurt (Main);Startdatum: ab sofort;Deutsche Bahn AG;Informatik, Kaufmännische Berufe, Einkauf / Beschaffung;Job-Nr.: 145363;Zum nächstmöglichen Zeitpunkt suchen wir dich als Facheinkäufer:in Beschaffung Telekommunikation (w/m/d) für die Deutsche Bahn AG am Standort Frankfurt (Main) oder Berlin.;Du gestaltest die Digitalisierung der Deutschen Bahn mit – im Team Beschaffung Telekommunikation in der Warengruppe Netzwerktechnik. In deiner Rolle bist du dafür verantwortlich, die internen Kund:innen zu beraten und kompetente:r Ansprechpartner:in rund um alle Beschaffungsthemen zu sein. Gemeinsam mit den internen Kund:innen betrachtest du Themen wie Marktkonformität, Standardisierung sowie Lebenszykluskosten und entwickelst kostenoptimierte Lösungen in der Beschaffung weiter. Du führst eigenständig Markterkundungen sowie Bedarfs-, Produkt-, Lieferanten- und Preisanalysen durch und erweiterst dadurch kontinuierlich dein Wissen in der relevanten Warengruppe. Die für den Beschaffungsprozess erforderlichen Tätigkeiten führst du durch: Bspw. erstellst du Vergabeunterlagen unter Beachtung von vertrags- und vergaberechtlichen Aspekten und prüfst und bewertest eingehende Angebote. Außerdem führst du Verhandlungen mit Lieferant:innen und erarbeitest die wirtschaftlichen Entscheidungsgrundlagen für das Erstellen von Vergabevorschlägen und Verträgen. Du koordinierst den Beschaffungsprozess unter Berücksichtigung der wirtschaftlichen und rechtlich relevanten Gesichtspunkte und unter Einbindung der hierzu notwendigen Schnittstellenpartner:innen (z.B. Recht, Finanzen, Compliance, Qualitätsmanagement). Das Umsetzen der Warengruppenstrategie mit ehrgeizigen Optimierungs-, Potential- und Innovationsmaßnahmen in Abstimmung mit den Schnittstellenpartner:innen runden dein spannendes Aufgabenfeld ab;Du hast ein abgeschlossenes Bachelor- bzw. Masterstudium an einer Fach-/Hochschule oder Universität vorzugsweise im Bereich Wirtschaftswissenschaften, Wirtschaftsinformatik, Informatik oder Rechtswissenschaften und/oder durch langjährige einschlägige Berufserfahrung erworbene vergleichbare Qualifikation. Idealerweise besitzt du erste Berufserfahrung im Einkauf mit Schwerpunkt auf die Beschaffung von IT/Telekommunikation und hast bereits Verhandlungen durchgeführt. Du bist teamfähig, hast ein sicheres Auftreten sowie eine ausgeprägte Kommunikationsfähigkeit. Mit deiner strukturierten Arbeitsweise behältst du den Überblick und einen kühlen Kopf in komplexen und dynamischen Situationen. Du besitzt die Fähigkeit komplexe Zusammenhänge zu erkennen und analytisch zu verwerten. Im Umgang mit MS-Office Anwendungen und idealerweise SAP bewegst du dich sicher. Du verfügst über gute Englischkenntnisse in Wort und Schrift
"https://db.jobs/de-de/Suche/Senior-Penetration-Tester-in-9096636?resultCount=608
";Senior Penetration Tester:in;Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 155160;Wir sind die Application Security Specialists der DB Systel und sorgen für ein hohes Sicherheitsniveau von Anwendungen und Systemen der Deutschen Bahn in Planung, Entwicklung und Betrieb. Dafür führen wir Pentests auf neue und bestehende Software und Systeme durch, unterstützen andere Teams mit Beratung und Werkzeugen bei der Entwicklung sicherer Software und entwickeln den Security Development Lifecycle der Deutschen Bahn kontinuierlich weiter. Wir sind ein agiles Team in der neuen Arbeitswelt der DB Systel mit großem Gestaltungsspielraum und hoher Eigenverantwortung. Klingt gut? Dann werde Teil des Teams!;Du planst und koordinierst größere, systemübergreifende Penetrationsstest-Aktivitäten mit einer Vielzahl von Beteiligten und verantwortest deren Durchführung und Qualitätssicherung - bei der Durchführung der Penetrationtests legst du auch selbst mit Hand an. Die Beratung unserer Kund:innen und Partner:innen (z.B. CISOs der Geschäftsfelder) auf Managementebene zum Thema IT-Security liegt in deinem Aufgabenbereich. Als Senior Penetration Tester:in verantwortest du Standardisierungen der Durchführung von Penetrationstests auf Methoden- und Toolebene (z.B. Einführung neuer Methoden und Tools bzw. Erhöhung des Reifegrads bestehender Prozesse). Zusätzlich berätst du nationale und internationale Projekte zum optimalen Einsatz der Elemente eines Security Development Lifecycles und unterstützt diese konsequent mit Methoden und Tools zur Vermeidung bzw. Identifikation von Sicherheitsproblemen. Du arbeitest zudem an Teamstrategie und Ausbau des Portfolios mit und sorgt gemeinsam mit dem Team für ein hohes Sicherheitsniveau von Anwendungen und Systemen der Deutschen Bahn;Basis deines Werdegangs ist ein erfolgreich abgeschlossenes Hochschulstudium, idealerweise mit technischem Schwerunkt. Alternativ bringst du eine vergleichbare Qualifikation mit. Außerdem hast du fundierte Berufserfahrung als Penetration Tester:in für Webanwendungen, Mobile, Fat-Clients. Erfahrungen im OT Umfeld sind willkommen. Gute Kenntnisse in den Bereichen Anwendungsentwicklung und Softwarearchitektur kannst du vorweisen und deine Erfahrung in großen Projekten hast du eingebracht und dabei die Kund:innen bis zur Managementebene beraten. In Projekten setzen wir angewandte Kenntnisse in gängigen Sicherheitsstandards wie z.B. ISO 27000 und IEC 62443, Vorgehensweisen der OWASP sowie fundierte Kenntnisse spezifischer Angriffsvektoren voraus. Du brennst für den Themenbereich rund um IT-Security und bringst einen umfangreichen Methodenkoffer mit, um Teams zu befähigen, von Beginn an sichere Software zu designen und zu entwickeln. Du bist Macher:in und Teamplayer:in mit Kooperations-, Konflikt- und Begeisterungsfähigkeit. Verhandlungssichere Deutsch- und Englischkenntnisse in Wort und Schrift runden dein Profil ab
"https://db.jobs/de-de/Suche/Junior-Berater-Digital-Consulting-w-m-d--9108154?resultCount=608
";Junior Berater Digital Consulting (w/m/d);Frankfurt (Main), Deutschland;Startdatum: ab sofort;Übergreifend;Informatik, Kaufmännische Berufe, Projektmanagement;Job-Nr.: 158574;Zum nächstmöglichen Zeitpunkt suchen wir Dich als Junior Berater Digital Consulting für die DB Systel am Standort Frankfurt am Main. Als Mitarbeiter bei der DB Systel gestaltest Du aktiv die Digitalisierung im Konzern und formst entscheidend die digitale Zukunft der Bahn mit. Wir sind ein interdisziplinär aufgestelltes Team und führen selbstorganisiert und agil im gesamten Konzern Beratung auf Basis der Digitalisierungsstrategien durch. Dabei setzen wir Digitalisierungsvorhaben mit ganzheitlichem Blick auf die Organisation und das IT Management um. Unsere geschäftsübergreifende, neutrale und produktunabhängige Beratung und Unterstützung zeichnen uns aus.;Du übernimmst die Initialberatung, erarbeitest Business Cases und präsentierst Arbeitsergebnisse. Du koordinierst selbstorganisiert die Zusammenarbeit mit konzerninternen und externen Beteiligten. In Absprache mit den Stakeholdern prüfst Du Kooperationsmöglichkeiten mit neuen potenziellen Dienstleistern und Produktanbietern. Du bringst Dich mit Deinem Team und Deiner agilen Denkweise in der neuen Arbeitswelt ein und gestaltest die Zukunft des Unternehmens mit. In Deiner Rolle als Berater unterstützt Du unsere DB-internen Kunden bei der Konzeption und Optimierung der übergreifenden Geschäftsprozesse und lieferst Lösungen in Form von Workshops für die Gestaltung der IT- Landschaften und Digitalisierungsmaßnahmen. Du begleitest uns bei der Digitalen Transformation und der Veränderung von Geschäftsprozessen in Zusammenarbeit mit den Anwendern;Du verfügst über ein erfolgreich abgeschlossenes wirtschaftswissenschaftliches oder technisches Studium mit entsprechendem Schwerpunkt auf Projektmanagement, Digitalisierung oder Consulting. Zudem hast Du Erfahrung in der Beratung oder im Projektmanagement, kennst relevante Methoden und arbeitest stets kundenfokussiert. Deine Leidenschaft ist Consulting - ob IT-Strategie, Business- oder Prozessberatung - Du hast Lust, Neues kennenzulernen und mitzugestalten. Du kennst klassische wie agile Projektmanagement-Methoden und bist erfahren in Präsentations- und Moderationsmethoden. Als Teamplayer bist Du kommunikationsstark und verfügst über Fingerspitzengefühl in der Betreuung von Kunden. Du betrachtest Dich als Generalist, bist kundenorientiert, neugierig und lernbereit. Du bist reisebereit und auch gerne beim DB Kunden vor Ort für bis zu 4 Tage in der Woche, falls diese Anforderung aus der Zeit vor der Pandemie etabliert werden sollte
"https://db.jobs/de-de/Suche/Junior-Berater-Digital-Consulting-SAP-Finance-Controlling-w-7023486?resultCount=608
";Junior Berater Digital Consulting SAP – Finance & Controlling (w/m/d);Jürgen-Ponto-Platz 1, 60329 Frankfurt (Main);Startdatum: ab sofort;DB Systel GmbH;Informatik, Projektmanagement;Job-Nr.: 117218;Wir sind als Einheit „Digital Consulting - Business Experts“ ein Start-Up in der DB Systel und arbeiten an interessanten Projekten an der Schnittstelle zw. IT und Business, um gezielt die Digitalisierung der Deutschen Bahn aktiv mitzugestalten.;Du verstehst dich als Unternehmer, akquirierst und erweiterst (Neu-)Geschäft für die DB Systel in Form von Beratungsaufträgen bei unseren konzerninternen Kunden. In deiner Rolle als Inhouse Beraterin erstellst du Konzepte, optimierst die Geschäftsprozesse unserer Kunden und entwickelst strategische Lösungen für die Gestaltung von Digitalisierungsmaßnahmen in Verbindung mit SAP (Fokus Finance & Controlling). Du berätst interne Kunden auf Konzern bzw. Geschäftsfeldebene im Rahmen der übergreifenden Standardisierung und Harmonisierung von Geschäftsprozessen und der Einführung von SAP Modul FI/CO. Du arbeitest in interdisziplinären Teams in einem abgegrenzten Themenfeld und unterstützt die Zusammenarbeit mit konzerninternen und externen Beteiligten. Dabei arbeitest Du in enger Abstimmung zusammen mit den DB Systel Account Teams und Experten aus dem Bereich SAP;Du verfügst über ein erfolgreich abgeschlossenes wirtschaftswissenschaftliches oder technisches Studium. Du bringst mehrjährige (3 Jahre) einschlägige Erfahrung in der Strategie, Business- oder Prozessberatung im Bereich Digitalisierung bzw. SAP mit. Erfahrungen im Bereich Finance und Controlling sollten vorhanden sein. Daneben sollte Spaß an neuen Technologien und ein hohes Maß an Wissbegierde und aktiver Lernbereitschaft gegeben sein. Du beherrschst klassische sowie agile Projektmanagement-Methoden und bist in der Lage, diese beim Kunden mit Präsentations- und Moderationsmethoden anzuwenden. Fundierte Kenntnisse in einem SAP Bereich bzw. Modul, insbesondere Instandhaltung sowie mehrjährige Projekterfahrung in SAP-Umsetzungsprojekten und/oder Berufs- bzw. Beratungserfahrung sowie Kenntnisse im Customizing kannst Du ebenfalls vorweisen. Als Teamplayer bist Du kommunikationsstark und fokussierst Dich auf den Kundennutzen. Reisebereitschaft rundet Dein Profil ab
"https://db.jobs/de-de/Suche/Experte-fuer-Softwareentwicklung-im-Cloud-und-DevOps-Umfeld-Ja-8516004?resultCount=608
";Experte für Softwareentwicklung im Cloud- und DevOps-Umfeld - Java, Python (w/m/d);Wo Du Willst-Job;Startdatum: ab sofort;DB Systel GmbH;Informatik;Job-Nr.: 140938;Wir im DB Systel Team Data Automation Services entwickeln und betreiben im DevOps Modus cloudbasierte IT-Verfahren im Umfeld DB Fernverkehr. Unsere Vision: unsere Software-Lösungen sind weitestgehend automatisiert, hochskalierbar und mit hohem Nutzen für unsere DB Partner:innen und den bahnfahrenden Kund:innen. Du hast die Chance, Teil eines hoch motivierten Teams zu werden, und mit uns an anspruchsvollen Aufgaben und spannenden Themen zu arbeiten. Wir suchen Software Engineers auf Expertenniveau, die mit hohem Maß an Selbstständigkeit und Begeisterungsfähigkeit komplexe und umfangreiche IT-/ Software- Architekturen entwickeln, um die Automatisierung komplexer Geschäftsprozesse im DB Konzern voranzutreiben. Dafür sollen verschiedene Architektur- und Softwarelösungen und Services mit hohem Neuigkeitscharakter auf Basis AWS Cloud-Services und einer Process Engine konzipiert, entwickelt, bereitgestellt und betrieben werden.;Du konzipierst und entwickelst auf Experten-Niveau mit hohem Maß an Selbstständigkeit komplexe und umfangreiche IT-/ Software-Architekturen. Dafür konzipierst und entwickelst du verschiedene Architektur- und Softwarelösungen und Services auf Basis von AWS Cloud-Services und unserer Camunda Process Engine. Du entwickelst umfangreiche Konzepte, Integrationslösungen und Tests für die automatisierte und skalierbare Verarbeitung großer Mengen an Kundendaten. Du berätst unsere Partner:innen im DB Konzern zu Problemstellungen im Kontext von individueller Softwareentwicklung, insbesondere bei der Umsetzung hochkomplexer fachlicher Prozesse unserer DB Partner:innen in technischem Design und digitalen Lösungen;Du überzeugst uns mit deinem absoluten Expertenwissen als Fullstack Entwickler:in in Python und Java. Du bringst ein fundiertes Verständnis für Daten- und Anwendungsarchitekturen aus der Praxis mit. In AWS, Azure oder einer vergleichbaren Technologie konntest du ebenfalls fundierte Kenntnisse sammeln. Im DevOps-Umfeld bist du zuhause: CI/CD und Automatisierung in der Cloud ist dir vertraut. Die agilen Werte und ein hohes Maß an Teamorientierung gehören zu deinem Selbstverständnis - Sehr gute Deutschkenntnisse runden dein Profil ab
"https://db.jobs/de-de/Suche/Referent-in-Cyber-Security-Incidentmanagement-und-Awareness-10001772?resultCount=608
";Cyber-Security Experte:in Incidentmanagement und Awareness;Wo Du Willst-Job;Startdatum: ab sofort;DB Regio AG;Informatik;Job-Nr.: 170158;Zum nächstmöglichen Zeitpunkt suchen wir dich als Cyber-Security Experte:in Incidentmanagement und Awareness (w/m/d) für die DB Regio AG am Standort Berlin, Bremen, Frankfurt (Main), Hamburg oder München.;Gemeinsam mit deinem Team sorgst du für die Umsetzung des Cyber-Sicherheitsprogramms der DB Regio. Dafür planst und erstellst du visuelle, auditive oder textbasierende Awarenesskampagnen nach eigenen Ideen. Du steuerst den Prozess des Security Incident Managements und entwickelst diesen weiter. Zudem übernimmst du die adressatengerechte Kommunikation von aktuellen Entwicklungen und Vorfällen aus dem Bereich der Cyber-Security;Basis deines Werdegangs ist ein erfolgreich abgeschlossenes Fach-/Hochschulstudium zum (Wirtschafts-) Informatiker:in oder eine vergleichbare Qualifikation. Du hast Berufserfahrung in mindestens einem, idealerweise in mehreren der folgenden Bereiche: Informationssicherheit und Erfahrungen im Bereich des Security-Incidentmanagements, Mediendidaktik und Erwachsenenbildung mit IT-Bezug oder Journalismus mit IT-Bezug. Du verfügst über viel Kreativität, ein Gespür für ansprechende Texte und hast Erfahrungen mit Videoschnitt und Podcastproduktion. Mit deiner schnellen Auffassungsgabe erkennst du in Informationsfluten treffsicher das Wesentliche. Sehr gute Englischkenntnisse und Spaß an neuen Technologien runden dein Profil ab
